customer_id,customer_type,first_name,last_name,email,postcode_area,city,region,signup_date
CUST00999,B2C,Lorraine,Francis,abigail11@example.org,S4,Liverpool,North West,2026-01-24
CUST01000,B2C,Robin,Richardson,mevans@example.net,DE6,Dundee,Scotland,2026-06-25
CUST01001,B2C,Malcolm,Blake,joycekirsty@example.org,CB13,Reading,South East,2025-08-21
CUST01002,B2C,Timothy,Oliver,lgeorge@example.org,E27,Derby,East Midlands,2025-01-12
CUST01003,B2B,Samuel,Brown,gemma65@example.com,L9,Wrexham,Wales,2026-06-10
CUST01004,B2C,Kathryn,Payne,stephen51@example.net,CM2N,Cambridge,East of England,2024-11-09
CUST01005,B2C,Charlotte,Stephens,gcampbell@example.org,B7U,Swansea,Wales,2025-04-15
CUST01006,B2C,Terence,Sheppard,william19@example.com,S2,Cardiff,Wales,2026-05-15
CUST01007,B2B,Amber,Oliver,francissteele@example.net,CT03,Newcastle,North East,2025-02-12
CUST01008,B2C,Marcus,Foster,hayleymurphy@example.com,B89,Coventry,West Midlands,2025-06-27
CUST01009,B2B,Anthony,Hughes,jayne28@example.org,N1,Wolverhampton,West Midlands,2025-01-25
CUST01010,B2C,Dawn,Booth,kayleigh56@example.com,M9E,Hull,Yorkshire & Humber,2025-08-08
CUST01011,B2B,Jasmine,Simmons,sturner@example.org,M5C,Belfast,Northern Ireland,2025-11-12
CUST01012,B2C,Mathew,Baker,tjenkins@example.com,RM71,Belfast,Northern Ireland,2025-06-21
CUST01013,B2C,Caroline,Ahmed,marie71@example.net,N4,Wolverhampton,West Midlands,2025-10-10
CUST01014,B2C,Jason,Henry,danielsingh@example.net,N4,Derby,East Midlands,2026-03-28
CUST01015,B2C,Shaun,Turner,bmorgan@example.net,W53,London,London,2025-07-30
CUST01016,B2B,Joseph,Murphy,johnhowells@example.net,SP83,Edinburgh,Scotland,2025-12-26
CUST01017,B2C,Emily,Hamilton,lee68@example.com,N9,Coventry,West Midlands,2026-03-03
CUST01018,B2C,Nigel,Law,bmoore@example.org,S2E,York,Yorkshire & Humber,2025-07-10
CUST01019,B2B,Jean,Evans,hussainjudith@example.net,EC1,Peterborough,East of England,2024-09-29
CUST01020,B2C,Eileen,Fox,glloyd@example.net,EX0,Derby,East Midlands,2024-12-16
CUST01021,B2C,Kathleen,Tyler,deniseali@example.net,N1G,Belfast,Northern Ireland,2024-09-29
CUST01022,B2C,Mathew,Owens,glenn75@example.com,CA54,Plymouth,South West,2026-02-18
CUST01023,B2C,Kayleigh,McCarthy,qstevenson@example.org,EX5V,Cardiff,Wales,2026-01-07
CUST01024,B2C,Rachael,Hall,edwardsallan@example.org,E1,Belfast,Northern Ireland,2025-03-01
CUST01025,B2C,Damien,Pugh,thomasteresa@example.net,SE0,Belfast,Northern Ireland,2025-05-27
CUST01026,B2C,Maureen,Hammond,craigsmith@example.net,S02,Sheffield,Yorkshire & Humber,2025-06-26
CUST01027,B2C,Shirley,Hayes,stephen72@example.com,AL3,Newport,Wales,2024-10-31
CUST01028,B2C,Joanne,Evans,archertom@example.org,HX8,Peterborough,East of England,2025-12-09
CUST01029,B2C,Hazel,Howarth,huntjanice@example.net,E52,Oxford,South East,2026-01-03
CUST01030,B2C,George,Nash,thomsonleanne@example.net,KY0,Derry,Northern Ireland,2026-07-05
CUST01031,B2C,Gary,Clark,mwalker@example.net,B3D,Hull,Yorkshire & Humber,2024-09-09
CUST01032,B2C,Georgina,Smart,sally19@example.net,B7,Dundee,Scotland,2025-03-19
CUST01033,B2C,Jake,Johnson,uherbert@example.net,M15,Newport,Wales,2025-03-01
CUST01034,B2B,Geraldine,Walker,elliotlewis@example.net,BT71,Plymouth,South West,2025-10-08
CUST01035,B2C,Joanne,Burke,gerardsmith@example.com,KY6E,Birmingham,West Midlands,2025-03-05
CUST01036,B2C,Douglas,Robinson,qthomas@example.com,IG1N,Brighton,South East,2026-02-22
CUST01037,B2C,Adrian,Davey,wheelerbrenda@example.org,S1,Sunderland,North East,2024-08-28
CUST01038,B2C,Megan,Smith,jmorris@example.org,TF55,Liverpool,North West,2025-06-10
CUST01039,B2C,Janet,Wilson,margaret45@example.org,N7F,Plymouth,South West,2026-04-28
CUST01040,B2C,Mohammad,Smith,dawn86@example.com,LD62,Reading,South East,2026-05-16
CUST01041,B2B,Derek,Lloyd,jeremyjohnson@example.org,KY5,Reading,South East,2025-10-01
CUST01042,B2C,Aaron,Cooper,tracy81@example.com,BT9,Coventry,West Midlands,2025-04-15
CUST01043,B2C,Joel,Cole,barlowmohammed@example.net,WV0,Bristol,South West,2025-06-15
CUST01044,B2C,Ricky,Evans,carolinejohnson@example.org,YO61,Edinburgh,Scotland,2024-10-15
CUST01045,B2C,Jessica,Barnes,matthewshannah@example.com,UB4,Hull,Yorkshire & Humber,2025-03-16
CUST01046,B2C,Billy,Morris,leon51@example.com,NE1,Sheffield,Yorkshire & Humber,2024-11-24
CUST01047,B2C,Jemma,Wilson,mosscatherine@example.com,UB4H,Peterborough,East of England,2025-03-26
CUST01048,B2C,Marcus,Walsh,parkeramelia@example.org,L4U,Reading,South East,2026-05-04
CUST01049,B2C,Marion,Hewitt,adouglas@example.net,B7,Wrexham,Wales,2024-09-09
CUST01050,B2C,Ryan,Shah,hollowaydorothy@example.org,RM19,Sheffield,Yorkshire & Humber,2025-01-24
CUST01051,B2C,Patrick,Jackson,georgina67@example.net,M3S,London,London,2024-09-07
CUST01052,B2C,Chelsea,Bevan,ritabutler@example.net,W9,Dundee,Scotland,2024-09-21
CUST01053,B2C,Simon,Lewis,esmith@example.org,TS0A,Reading,South East,2026-03-19
CUST01054,B2C,Richard,Edwards,cameron23@example.org,W89,Ipswich,East of England,2025-09-18
CUST01055,B2C,June,Morgan,lucyrogers@example.net,TW99,Brighton,South East,2026-04-08
CUST01056,B2C,Louis,Sharpe,victormorris@example.com,PA3,Reading,South East,2025-08-18
CUST01057,B2C,Gail,Richardson,dylanjames@example.com,S8,Ipswich,East of England,2024-12-15
CUST01058,B2C,Toby,Smith,stevenspatrick@example.net,W2E,Reading,South East,2026-03-29
CUST01059,B2B,Conor,Elliott,anthonyjones@example.com,AB2,Preston,North West,2026-06-04
CUST01060,B2C,Connor,Knowles,hannahcarter@example.com,WS4,Swansea,Wales,2026-01-01
CUST01061,B2C,Jenna,Wall,fmorley@example.com,DE2,Ipswich,East of England,2026-06-23
CUST01062,B2C,Gail,Patel,wparker@example.com,G77,Reading,South East,2026-02-13
CUST01063,B2C,Julian,Davies,gibsonkaty@example.net,DN21,Peterborough,East of England,2024-09-15
CUST01064,B2B,Scott,Palmer,alikerry@example.net,W9H,Belfast,Northern Ireland,2025-04-05
CUST01065,B2C,Clive,Davidson,jenna76@example.net,B74,Plymouth,South West,2026-04-03
CUST01066,B2C,Georgina,Thomas,hussaindeborah@example.org,E27,Belfast,Northern Ireland,2025-06-20
CUST01067,B2C,Alan,Howells,louise18@example.net,L3H,Southampton,South East,2026-02-27
CUST01068,B2C,Terence,Manning,hannah55@example.org,W0A,Liverpool,North West,2025-07-17
CUST01069,B2C,Sam,Watts,gsmith@example.net,M2,Leeds,Yorkshire & Humber,2026-05-09
CUST01070,B2C,Charlotte,Mills,zoe75@example.org,B5J,Derry,Northern Ireland,2025-10-31
CUST01071,B2C,Jennifer,Ball,joycewhitehead@example.org,HG41,Belfast,Northern Ireland,2025-05-08
CUST01072,B2C,Jason,Porter,ashleigh48@example.net,DH2,Manchester,North West,2025-07-10
CUST01073,B2C,Ruth,Perry,gerardkaur@example.org,CF3M,Derry,Northern Ireland,2024-12-30
CUST01074,B2B,Katherine,Cameron,khudson@example.net,N21,Exeter,South West,2024-10-11
CUST01075,B2C,Patricia,Walsh,ocox@example.net,G08,Plymouth,South West,2026-02-02
CUST01076,B2B,Brett,Jarvis,rharris@example.net,L64,Oxford,South East,2025-10-14
CUST01077,B2C,Louise,Gibbs,zedwards@example.net,M9,Leicester,East Midlands,2026-04-14
CUST01078,B2C,Jean,Gallagher,mohammad27@example.net,TQ0A,Wrexham,Wales,2026-07-30
CUST01079,B2C,Marie,Fraser,qmartin@example.com,M4,Hull,Yorkshire & Humber,2025-09-01
CUST01080,B2C,Glenn,Davies,rowleybrett@example.net,M1A,Derry,Northern Ireland,2025-09-18
CUST01081,B2C,Maria,Thomas,josh93@example.org,G64,Liverpool,North West,2024-11-01
CUST01082,B2C,Diana,Parker,lmiller@example.net,B9,Swansea,Wales,2025-02-25
CUST01083,B2C,Susan,Bradley,kpayne@example.org,B79,Glasgow,Scotland,2025-02-09
CUST01084,B2C,Elizabeth,Butcher,thompsonmitchell@example.com,E4,Wolverhampton,West Midlands,2025-02-17
CUST01085,B2C,Albert,Begum,phillipsbernard@example.org,B7,London,London,2025-04-21
CUST01086,B2C,Cheryl,Scott,christophermurphy@example.com,W0B,Southampton,South East,2026-03-20
CUST01087,B2C,Nicholas,Edwards,beverleybrown@example.org,CT6,Bournemouth,South West,2025-10-08
CUST01088,B2C,Gillian,Hawkins,rickykerr@example.net,S66,Lincoln,East Midlands,2025-04-22
CUST01089,B2C,Scott,Rees,turnerpaige@example.net,ZE7M,London,London,2024-12-05
CUST01090,B2C,Laura,Collins,garethlaw@example.net,S9A,Wrexham,Wales,2025-05-22
CUST01091,B2C,Kate,Bibi,leigh45@example.org,CM85,Brighton,South East,2024-08-19
CUST01092,B2C,Susan,Marshall,louishoughton@example.net,N20,Leicester,East Midlands,2024-11-11
CUST01093,B2B,Alan,Moore,dbradley@example.net,B7,York,Yorkshire & Humber,2025-06-28
CUST01094,B2C,Kayleigh,Howard,lynn21@example.org,M47,Coventry,West Midlands,2025-11-21
CUST01095,B2C,Maurice,Robinson,henrysmith@example.org,BB65,Brighton,South East,2025-12-20
CUST01096,B2C,Graeme,O'Brien,blakejonathan@example.net,B3J,Swansea,Wales,2024-10-23
CUST01097,B2C,Janice,Davis,markwilliams@example.org,EH9E,Hull,Yorkshire & Humber,2025-01-29
CUST01098,B2B,Hollie,Wood,malcolmwatts@example.com,B7U,Coventry,West Midlands,2025-02-14
CUST01099,B2C,Joe,Williams,reidmolly@example.net,S02,Middlesbrough,North East,2025-02-14
CUST01100,B2C,Maria,O'Brien,nathan57@example.org,BR00,Sunderland,North East,2025-10-27
CUST01101,B2C,Amber,Griffiths,juliecross@example.net,IM5A,Dundee,Scotland,2024-11-03
CUST01102,B2B,Ashley,Bailey,nortontrevor@example.org,GL5,Brighton,South East,2026-01-11
CUST01103,B2B,Arthur,Smith,lorraineharrison@example.net,LA8,Manchester,North West,2026-07-20
CUST01104,B2C,Joanna,Ahmed,mohammed80@example.com,W7,Nottingham,East Midlands,2026-06-25
CUST01105,B2B,Jay,Nixon,phillip59@example.com,NN95,Plymouth,South West,2025-08-24
CUST01106,B2C,Joshua,Anderson,markgould@example.net,EN17,Birmingham,West Midlands,2026-06-06
CUST01107,B2C,Joanne,Curtis,iowen@example.net,L62,Newport,Wales,2025-10-07
CUST01108,B2C,Trevor,Wilson,egreen@example.org,N91,Nottingham,East Midlands,2025-01-12
CUST01109,B2C,Stanley,Bryan,maryobrien@example.com,M6W,Belfast,Northern Ireland,2025-02-01
CUST01110,B2C,Deborah,Mitchell,thorntonmolly@example.org,CH66,Blackpool,North West,2025-05-09
CUST01111,B2C,Jake,Marshall,wbond@example.com,CH2A,Liverpool,North West,2025-05-29
CUST01112,B2C,Lydia,Hill,kayleigh64@example.com,CM8A,Peterborough,East of England,2025-12-16
CUST01113,B2C,Dorothy,Bentley,bturner@example.com,M8,Aberdeen,Scotland,2025-02-18
CUST01114,B2C,Brandon,Weston,ianbegum@example.net,LD7,Derry,Northern Ireland,2024-09-25
CUST01115,B2B,Ryan,Allen,grahambrown@example.org,PR1W,Newport,Wales,2025-11-13
CUST01116,B2C,Joyce,Clarke,kblake@example.com,GU8P,Derry,Northern Ireland,2025-01-21
CUST01117,B2C,Louis,Connor,cameron94@example.com,M7,Dundee,Scotland,2025-10-05
CUST01118,B2C,Shaun,Jarvis,kthompson@example.net,ML21,Nottingham,East Midlands,2025-09-20
CUST01119,B2C,Helen,Brown,fryanna@example.org,TR8,Cambridge,East of England,2026-03-27
CUST01120,B2C,Andrew,Lee,melissacurtis@example.org,PE8,Ipswich,East of England,2024-10-15
CUST01121,B2C,Natasha,Banks,opotter@example.org,N2D,Liverpool,North West,2025-05-27
CUST01122,B2C,Anna,Brown,marshallleon@example.com,KW4,Sunderland,North East,2026-07-15
CUST01123,B2C,Beth,Newman,reedchloe@example.org,E6,Glasgow,Scotland,2024-11-20
CUST01124,B2C,Julia,Clark,uthomas@example.org,L90,Southampton,South East,2025-02-13
CUST01125,B2C,Sophie,Elliott,sian12@example.com,M28,York,Yorkshire & Humber,2025-09-12
CUST01126,B2C,Lorraine,Smith,lauren98@example.com,IM76,London,London,2024-12-31
CUST01127,B2C,Brenda,Williams,jadesmith@example.com,WA52,London,London,2025-12-04
CUST01128,B2C,Guy,Jones,kaurcolin@example.org,L5,Cambridge,East of England,2025-08-26
CUST01129,B2C,James,Pearson,uoconnor@example.net,L15,London,London,2025-12-23
CUST01130,B2B,Ian,Perry,denise52@example.org,L31,Derry,Northern Ireland,2025-03-18
CUST01131,B2C,Antony,Skinner,sheilabarnes@example.net,M1,Newcastle,North East,2026-04-28
CUST01132,B2C,Michelle,Sharp,knightjoe@example.org,L0W,Wrexham,Wales,2025-04-10
CUST01133,B2C,Jennifer,Stephens,timothyspencer@example.com,LS16,Edinburgh,Scotland,2025-08-24
CUST01134,B2C,Danny,Lee,kfoster@example.org,L8,Belfast,Northern Ireland,2025-03-28
CUST01135,B2C,Dawn,Wilson,pauline54@example.org,E44,Wolverhampton,West Midlands,2025-12-24
CUST01136,B2C,Nicola,Hartley,jessica92@example.org,WA2W,London,London,2026-05-20
CUST01137,B2B,Conor,Ellis,ricky55@example.net,RH0,London,London,2024-12-17
CUST01138,B2C,Emma,Holt,bakergeorge@example.com,LD6M,London,London,2026-02-13
CUST01139,B2C,Dean,Morgan,iainwilliamson@example.net,W0,Brighton,South East,2025-03-07
CUST01140,B2C,Jill,Whitehead,smithsandra@example.org,ST20,Leicester,East Midlands,2026-01-26
CUST01141,B2C,Ryan,Young,gregorybruce@example.com,CH8,London,London,2024-09-22
CUST01142,B2C,Jack,Martin,oclarke@example.net,BR4M,Norwich,East of England,2024-12-11
CUST01143,B2B,Bradley,Sharpe,anneedwards@example.org,RM5,Edinburgh,Scotland,2025-08-05
CUST01144,B2C,Sheila,Barnett,marian43@example.com,E32,Sheffield,Yorkshire & Humber,2025-04-11
CUST01145,B2C,Melanie,Phillips,andrew53@example.com,CW7,Lincoln,East Midlands,2024-08-20
CUST01146,B2C,Cameron,Richardson,howardrobinson@example.org,SA2A,Oxford,South East,2026-06-07
CUST01147,B2C,Sara,Andrews,philipjohnson@example.net,RM3,Norwich,East of England,2025-04-08
CUST01148,B2C,Jordan,Hilton,jrichards@example.com,BT3E,Birmingham,West Midlands,2025-05-22
CUST01149,B2B,Victor,Wilson,damienhenderson@example.com,M2,Derby,East Midlands,2024-12-23
CUST01150,B2C,Bethan,Reynolds,emilybrady@example.com,BA41,Sheffield,Yorkshire & Humber,2026-05-14
CUST01151,B2C,Pamela,Kerr,damienmiah@example.org,L20,Belfast,Northern Ireland,2025-01-16
CUST01152,B2C,Katy,Miller,jacksonlawrence@example.org,TD8N,Birmingham,West Midlands,2025-03-07
CUST01153,B2C,Margaret,Wright,vanessa30@example.org,N7C,Ipswich,East of England,2026-07-13
CUST01154,B2C,Tracey,John,andersonhilary@example.net,SM25,London,London,2025-05-11
CUST01155,B2C,Eileen,Mason,vjames@example.net,G09,Leicester,East Midlands,2025-01-04
CUST01156,B2C,William,Fox,leahhenry@example.org,W2T,Southampton,South East,2024-09-16
CUST01157,B2C,Janice,Bevan,jakeryan@example.net,LS3,Edinburgh,Scotland,2025-06-20
CUST01158,B2C,Duncan,Harvey,daviesstanley@example.org,HA99,Edinburgh,Scotland,2025-03-02
CUST01159,B2C,Ashleigh,Moss,leslie85@example.net,WA8,Coventry,West Midlands,2024-10-08
CUST01160,B2C,Jean,Taylor,hughjackson@example.net,ME6V,Bristol,South West,2025-01-31
CUST01161,B2C,Terence,Gordon,rjoyce@example.org,M48,Blackpool,North West,2026-05-17
CUST01162,B2C,Ben,Allan,bellbernard@example.org,S9J,Sunderland,North East,2025-05-20
CUST01163,B2C,Leigh,King,joyceberry@example.org,CR2,Brighton,South East,2026-05-30
CUST01164,B2C,Edward,Elliott,hpearce@example.com,G8,Derry,Northern Ireland,2025-04-08
CUST01165,B2C,Carl,Freeman,jiqbal@example.org,TN69,Hull,Yorkshire & Humber,2024-10-14
CUST01166,B2C,Wendy,Higgins,hughesowen@example.org,CM5B,Middlesbrough,North East,2024-12-22
CUST01167,B2C,Jacqueline,Hicks,kayleigh42@example.com,BL8,Glasgow,Scotland,2024-10-20
CUST01168,B2C,Chelsea,Perkins,kim00@example.org,N58,Nottingham,East Midlands,2025-11-26
CUST01169,B2C,Marc,King,olivia35@example.net,SA7,Glasgow,Scotland,2024-12-30
CUST01170,B2B,Joel,Wright,georgia74@example.org,DG4,Nottingham,East Midlands,2025-12-12
CUST01171,B2C,Martin,Nicholls,jacquelinematthews@example.com,S2,Derby,East Midlands,2024-09-22
CUST01172,B2C,Katie,Davis,kaurvalerie@example.org,TN56,York,Yorkshire & Humber,2024-12-06
CUST01173,B2C,Owen,Taylor,marion52@example.net,SN1,Southampton,South East,2026-01-09
CUST01174,B2C,Katherine,Arnold,fgibson@example.com,GY88,London,London,2026-06-11
CUST01175,B2B,Hazel,Sharp,hbarnes@example.org,NG9M,Hull,Yorkshire & Humber,2025-05-13
CUST01176,B2C,Philip,White,rebeccapowell@example.org,E89,Derry,Northern Ireland,2026-01-10
CUST01177,B2C,Wayne,Lewis,emmalee@example.com,HX33,Edinburgh,Scotland,2025-12-07
CUST01178,B2C,Wayne,Riley,lawrence84@example.net,CM0Y,Coventry,West Midlands,2025-05-31
CUST01179,B2C,Jordan,Howell,bethan72@example.com,WS1,Dundee,Scotland,2026-02-21
CUST01180,B2C,Alice,Wright,reidjudith@example.org,N8,Wolverhampton,West Midlands,2025-10-13
CUST01181,B2C,William,Dean,matthew71@example.org,B7,Newcastle,North East,2026-01-06
CUST01182,B2C,Michael,Andrews,jordanburrows@example.org,ST29,Leicester,East Midlands,2024-11-27
CUST01183,B2C,Valerie,Jenkins,arthur68@example.org,NP98,Manchester,North West,2025-04-02
CUST01184,B2C,Terry,Brown,annaparsons@example.com,M4D,Liverpool,North West,2025-12-08
CUST01185,B2C,Roy,Short,edwardmorton@example.com,CM6,Brighton,South East,2025-10-11
CUST01186,B2C,Karl,Wilson,pmills@example.net,B9J,Cardiff,Wales,2026-03-28
CUST01187,B2C,Brett,Robinson,elliemoore@example.net,FY24,York,Yorkshire & Humber,2026-07-31
CUST01188,B2C,Janet,Matthews,creeves@example.org,W31,Middlesbrough,North East,2025-08-08
CUST01189,B2C,Mary,Kaur,marionlee@example.net,DE5A,Leicester,East Midlands,2025-10-19
CUST01190,B2B,Susan,Stephens,olivertaylor@example.net,WA93,Peterborough,East of England,2026-07-16
CUST01191,B2C,Roger,Pearce,anthonyedwards@example.net,L4,Sheffield,Yorkshire & Humber,2025-08-03
CUST01192,B2C,Charlene,Richardson,yatesconor@example.org,W78,Preston,North West,2025-09-20
CUST01193,B2C,John,Bibi,swiftjean@example.net,SO1,London,London,2024-08-19
CUST01194,B2B,Leonard,Burke,spencerlisa@example.org,SR1,Newport,Wales,2026-07-22
CUST01195,B2C,Hollie,Kerr,stonetony@example.org,E4G,Cambridge,East of England,2025-03-01
CUST01196,B2C,Eileen,Rose,urhodes@example.net,L35,Bournemouth,South West,2026-07-17
CUST01197,B2C,William,Jones,wrightross@example.net,TQ16,Edinburgh,Scotland,2024-10-27
CUST01198,B2B,Jean,Howe,abaker@example.com,L1,London,London,2024-12-28
CUST01199,B2C,Adam,Chapman,jasmineyoung@example.net,E39,London,London,2026-06-16
CUST01200,B2B,Vincent,O'Neill,devans@example.org,FY6A,Sheffield,Yorkshire & Humber,2026-07-10
CUST01201,B2C,Julia,Kelly,ztaylor@example.net,NG2R,Norwich,East of England,2026-06-09
CUST01202,B2B,Jack,Summers,neil98@example.com,GL1,Newport,Wales,2025-11-11
CUST01203,B2B,Teresa,West,hollietaylor@example.org,B56,Cambridge,East of England,2026-04-25
CUST01204,B2C,Stewart,Stokes,christopher81@example.org,SR6,Belfast,Northern Ireland,2024-08-11
CUST01205,B2C,Stephanie,Hudson,williamsbrandon@example.net,E10,Southampton,South East,2026-07-29
CUST01206,B2C,Jason,Warren,wclarke@example.com,RM72,Oxford,South East,2024-09-22
CUST01207,B2C,Jodie,Shah,stevensonricky@example.com,G1,Liverpool,North West,2025-05-31
CUST01208,B2C,Antony,Evans,mpalmer@example.com,B3F,Sheffield,Yorkshire & Humber,2024-12-10
CUST01209,B2C,Sylvia,Graham,kirstyjohnson@example.net,L90,Brighton,South East,2026-02-11
CUST01210,B2C,Kate,Blake,antony64@example.org,NP4,Bournemouth,South West,2024-10-13
CUST01211,B2C,Rachael,Taylor,jemmapearson@example.org,NE0,Cambridge,East of England,2025-11-30
CUST01212,B2C,Leanne,Thomas,fdavies@example.com,L9,Derry,Northern Ireland,2026-03-25
CUST01213,B2C,Laura,Knight,smithrobin@example.org,S1,Wrexham,Wales,2025-03-25
CUST01214,B2B,Kathleen,Griffin,gouldcharlene@example.net,N0,Sheffield,Yorkshire & Humber,2026-07-03
CUST01215,B2C,Ronald,Baker,maureen75@example.net,W04,Norwich,East of England,2025-09-15
CUST01216,B2C,Sam,Price,elliot19@example.net,SW84,Norwich,East of England,2025-01-01
CUST01217,B2C,Kathleen,Long,megansingh@example.com,B32,Leeds,Yorkshire & Humber,2025-04-29
CUST01218,B2C,Phillip,King,hahmed@example.com,AB4N,Birmingham,West Midlands,2025-09-01
CUST01219,B2C,Amanda,Jones,sholmes@example.com,M4,Wrexham,Wales,2025-10-25
CUST01220,B2C,Leah,Cooper,umccarthy@example.net,EH37,Sunderland,North East,2026-01-28
CUST01221,B2C,Denise,Fox,bhall@example.com,W3G,Southampton,South East,2026-03-22
CUST01222,B2C,Julian,Mahmood,foxjoyce@example.net,N9,Leeds,Yorkshire & Humber,2025-11-22
CUST01223,B2B,Sally,Jones,owenkarl@example.com,OX94,Sunderland,North East,2026-06-29
CUST01224,B2C,George,Wood,hazeledwards@example.org,LL1,Dundee,Scotland,2025-04-05
CUST01225,B2C,Linda,Mann,xball@example.org,M03,Exeter,South West,2024-09-10
CUST01226,B2C,Jodie,Scott,woodwardaimee@example.com,M16,York,Yorkshire & Humber,2025-07-06
CUST01227,B2C,Thomas,Kirk,jackatkins@example.net,M26,Wolverhampton,West Midlands,2026-05-20
CUST01228,B2C,Shannon,Williams,cfarrell@example.net,KW1,Manchester,North West,2025-07-24
CUST01229,B2C,Angela,Griffiths,ross50@example.net,M61,Brighton,South East,2026-04-29
CUST01230,B2C,Jayne,Evans,marilyn41@example.org,S01,Coventry,West Midlands,2024-08-23
CUST01231,B2C,Victoria,Elliott,thorntongeorgia@example.org,CA63,Belfast,Northern Ireland,2025-02-18
CUST01232,B2C,Nigel,Smith,molly51@example.net,G61,London,London,2025-03-19
CUST01233,B2C,Bethan,Lane,pallen@example.com,DL4R,Reading,South East,2026-05-28
CUST01234,B2C,Thomas,Shaw,mitchell42@example.com,TA5R,Southampton,South East,2024-08-20
CUST01235,B2C,Jordan,Sanders,deborah24@example.org,TR73,Newcastle,North East,2025-05-29
CUST01236,B2C,Jill,Russell,baxterroy@example.net,SM0A,Middlesbrough,North East,2024-08-15
CUST01237,B2C,Michelle,Clark,kennedymohammed@example.com,SM42,Leeds,Yorkshire & Humber,2026-02-21
CUST01238,B2C,Alexander,Rose,lucy84@example.org,BN1V,Bristol,South West,2025-06-22
CUST01239,B2C,Annette,Lewis,wendyjoyce@example.com,FY4H,Nottingham,East Midlands,2024-10-07
CUST01240,B2B,Dylan,Hopkins,wrightjudith@example.com,NG8,Middlesbrough,North East,2025-01-21
CUST01241,B2C,Alexander,King,bensonmatthew@example.com,HU74,York,Yorkshire & Humber,2024-12-10
CUST01242,B2C,Jasmine,Begum,qsanders@example.org,KT9,Swansea,Wales,2025-11-10
CUST01243,B2C,Jill,Jones,khughes@example.com,N92,Edinburgh,Scotland,2026-08-05
CUST01244,B2C,Diane,Harris,lawrence18@example.com,ME4A,Oxford,South East,2024-09-05
CUST01245,B2B,Karen,Grant,elliott69@example.org,SN7,Hull,Yorkshire & Humber,2025-10-06
CUST01246,B2C,Callum,Holmes,debra38@example.org,PH9R,Plymouth,South West,2026-04-28
CUST01247,B2C,Ryan,Tomlinson,jfrancis@example.net,E5F,London,London,2025-02-22
CUST01248,B2C,Mitchell,Shah,sophie46@example.org,PL38,Edinburgh,Scotland,2026-06-20
CUST01249,B2C,James,Walton,jonathanallen@example.com,FK5,Cambridge,East of England,2025-02-14
CUST01250,B2C,Sally,Evans,evansirene@example.net,E85,Birmingham,West Midlands,2026-04-12
CUST01251,B2C,Dylan,Bell,gillshaun@example.org,E1C,Oxford,South East,2025-04-16
CUST01252,B2C,Katie,Dodd,wallgail@example.net,N0,Norwich,East of England,2026-04-22
CUST01253,B2B,Gavin,Parkin,boyledylan@example.com,L1,Wrexham,Wales,2025-04-09
CUST01254,B2C,David,Cooper,gregoryharris@example.net,E7,Peterborough,East of England,2024-12-01
CUST01255,B2C,Garry,Walker,treeves@example.net,EH9E,Wolverhampton,West Midlands,2025-06-10
CUST01256,B2C,Marc,Parkes,alexander64@example.com,NE9,Reading,South East,2025-05-26
CUST01257,B2C,Graham,Williams,christopher34@example.com,LL7,Wolverhampton,West Midlands,2025-05-29
CUST01258,B2C,Stuart,Rees,webstermarian@example.org,L81,Belfast,Northern Ireland,2026-03-06
CUST01259,B2C,Frank,Evans,shaun88@example.net,BH3B,Hull,Yorkshire & Humber,2025-11-17
CUST01260,B2B,Raymond,Robinson,caroljackson@example.com,LA02,Bournemouth,South West,2026-01-23
CUST01261,B2C,Lee,Patel,mhughes@example.net,LN26,Middlesbrough,North East,2025-12-23
CUST01262,B2B,Amelia,Smith,dennisparsons@example.net,E3C,Nottingham,East Midlands,2024-10-23
CUST01263,B2C,Edward,Howell,kellylorraine@example.org,W8B,Cardiff,Wales,2026-06-07
CUST01264,B2C,Charlotte,Hill,janice40@example.org,WC3A,Aberdeen,Scotland,2025-03-25
CUST01265,B2C,Hilary,Barnes,leigh17@example.org,B10,Peterborough,East of England,2025-07-29
CUST01266,B2C,Joanna,Bryan,mwatson@example.com,G8,Exeter,South West,2025-12-30
CUST01267,B2C,Linda,Moore,djones@example.org,B5E,Brighton,South East,2024-11-29
CUST01268,B2B,Brandon,Sharp,andreabibi@example.org,G7,Edinburgh,Scotland,2024-11-27
CUST01269,B2C,Francesca,Smith,marion14@example.org,BA7,Derry,Northern Ireland,2025-08-05
CUST01270,B2C,Rosemary,Hunt,lisaduffy@example.org,M6,Peterborough,East of England,2024-12-12
CUST01271,B2C,Daniel,Clements,derek98@example.org,EC6,London,London,2025-03-10
CUST01272,B2C,Janet,Adams,pdavison@example.org,G63,Blackpool,North West,2026-06-19
CUST01273,B2C,Patrick,Randall,damien25@example.net,SG2Y,Manchester,North West,2026-04-27
CUST01274,B2B,Harriet,Bird,jonesconor@example.com,CB60,Bournemouth,South West,2025-09-27
CUST01275,B2B,Katy,Rose,joannapatel@example.net,EN8V,Derry,Northern Ireland,2025-11-27
CUST01276,B2C,Victoria,Jones,xkay@example.com,TW84,Oxford,South East,2025-04-17
CUST01277,B2B,Nicole,Evans,ljenkins@example.org,CR79,Wrexham,Wales,2024-09-15
